X,Y,OBJECTID,TRAPTYPE,ATTRACTANTSUSED,TRAPID,LATITUDE,LONGITUDE,ADDRESS,TOWN,STATE,COUNTY,TRAPSITE,TRAPSET,SETTIMEOFDAY,TRAPCOLLECT,COLLECTTIMEOFDAY,GENUS,SPECIES,LIFESTAGE,EGGSCOLLECTED,LARVAECOLLECTED,PUPAECOLLECTED,FEMALESCOLLECTED,MALESCOLLECTED,UNKNOWNCOLLECTED,REPORTDATE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-8577044.649,4711239.225,586,BGS Trap,Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/07/12 04:00:00+00,Afternoon,2017/07/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/21 19:46:00+00,temp_217,{D387948C-9F9D-4BDC-8E8D-B9F1801541C7},,,,
-8577044.649,4711239.225,587,Gravid Trap,Lure and grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,0,0,2017/09/12 19:06:00+00,temp_2,{7A1C08E0-5CAF-4C2E-9CC1-1FAB1CC6E1E4},,,,
-8577044.649,4711239.225,588,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/12 16:31:00+00,temp_1893,{E209F3EE-24F4-4C51-B391-EE969F18AB41},,,,
-8577044.649,4711239.225,589,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/07/11 04:00:00+00,Morning,2016/07/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/06 17:18:00+00,temp_847,{51EB7F2C-9CB9-4820-9F69-2F9EA64AB3A5},,,,
-8577044.649,4711239.225,590,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/12 15:34:00+00,temp_1760,{8917DFF3-20B7-40E2-9250-9224F6BD9CC5},,,,
-8577044.649,4711239.225,591,BGS Trap,Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/09/26 15:19:00+00,temp_394,{FAD871ED-845D-40BF-99FB-FC3E669130F7},,,,
-8577044.649,4711239.225,592,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/12/12 15:33:00+00,temp_1759,{4823AC4A-F340-4AE1-BF57-95284C99EF9F},,,,
-8577044.649,4711239.225,593,BGS Trap,Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/09/27 04:00:00+00,Afternoon,2017/09/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/10/24 13:22:00+00,temp_469,{3D5B4AB8-CFF7-4E94-823E-4565AD5BD292},,,,
-8577044.649,4711239.225,594,Gravid Trap,Lure and grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/09/26 15:17:00+00,temp_392,{7F37C469-9487-4510-AF84-74E9C1918F03},,,,
-8577044.649,4711239.225,595,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/05/09 04:00:00+00,Morning,2016/05/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/04 18:23:00+00,temp_494,{93A1E383-E81F-44F3-AEE6-81A9918298BD},,,,
-8577044.649,4711239.225,596,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/01 04:00:00+00,Morning,2016/08/03 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/07 20:39:00+00,temp_1386,{7B38D498-E6B3-4522-BDAF-009605CF46A5},,,,
-8577044.649,4711239.225,597,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Culex,restuans,Adult,No,No,No,2,0,0,2017/12/08 18:13:00+00,temp_1765,{DD44BECB-66E4-47CC-A61A-57FF0937BD39},,,,
-8577044.649,4711239.225,598,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/19 04:00:00+00,Morning,2016/09/21 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/11 21:54:00+00,temp_1352,{E03BD69D-200B-4EF9-BA09-7CE2F4E73935},,,,
-8577044.649,4711239.225,599,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/07/18 04:00:00+00,Morning,2016/07/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/06 20:00:00+00,temp_1598,{682D828C-7EC4-4CA7-8018-D0F9BE3F41EE},,,,
-8577044.649,4711239.225,600,Gravid Trap,Lure and grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/07/05 04:00:00+00,Afternoon,2017/07/06 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/09/20 20:19:00+00,temp_397,{6DA44C5B-73FB-4341-9893-8CD0EE7CCB9D},,,,
-8577044.649,4711239.225,601,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/05/16 04:00:00+00,Morning,2016/05/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,13,1,0,2017/12/04 19:47:00+00,temp_514,{3679424F-2B24-4C4F-8794-A22A66CB5D59},,,,
-8577044.649,4711239.225,602,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/08 18:13:00+00,temp_1766,{6C0017B2-CD8D-43BE-A95B-BF5CB238E6A2},,,,
-8577044.649,4711239.225,603,Gravid Trap,Lure and grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/02 04:00:00+00,Afternoon,2017/08/03 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/09/25 21:35:00+00,temp_197,{331F743D-E27E-4423-B2EA-0AFC95B616D2},,,,
-8577044.649,4711239.225,604,BGS Trap,Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2018/06/12 04:00:00+00,Afternoon,2018/06/13 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/06/25 20:06:00+00,temp_878,{DD52C3E2-0EDB-41DE-86BA-F3C601DBACB5},,,,
-8577044.649,4711239.225,605,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/08 15:57:00+00,temp_1558,{3B3D571D-E4DB-4F6A-A61E-51AD3D536C8C},,,,
-8577044.649,4711239.225,606,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/01 04:00:00+00,Morning,2016/08/03 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/07 20:41:00+00,temp_1388,{7FC620B7-D9B5-4A57-AF42-84736C913544},,,,
-8577044.649,4711239.225,607,BGS Trap,Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/07/19 04:00:00+00,Morning,2017/07/20 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/09/21 20:39:00+00,temp_271,{87C5384F-4C38-4E6E-9C32-1442F53AE8D7},,,,
-8577044.649,4711239.225,608,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,6,0,0,2017/12/06 15:31:00+00,temp_2022,{9289361D-B0D0-403D-BE16-A5A503F00B1B},,,,
-8577044.649,4711239.225,609,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 19:43:00+00,temp_1881,{49BC30F7-62B4-46BC-BD31-1C3BC262F445},,,,
-8577044.649,4711239.225,610,Gravid Trap,grass infusion and Lure,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/23 04:00:00+00,Afternoon,2017/08/24 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/08/30 22:16:00+00,temp_1,{EB065965-3ED6-473D-8493-D031E1541DD5},,,,
-8577044.649,4711239.225,611,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/06/27 04:00:00+00,Morning,2016/06/29 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,70,2,0,2017/12/05 21:24:00+00,temp_1982,{B144ACF0-630E-4790-8079-AF88E57771D3},,,,
-8577044.649,4711239.225,612,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/08 18:12:00+00,temp_1740,{B8178A10-6961-4F66-A0C0-975E04C62704},,,,
-8577044.649,4711239.225,613,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/01 04:00:00+00,Morning,2016/08/03 04:00:00+00,Morning,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/12/07 20:40:00+00,temp_1387,{CAFC0F04-E099-4C96-8659-EA52899DD9F2},,,,
-8577044.649,4711239.225,614,Gravid Trap,Hay or grass infusion,1A,38.927132,-77.048903,2700 Adams Mill Rd. NW,Washington,DC,District of Columbia,Urban Public Place,2016/09/12 04:00:00+00,Morning,2016/09/14 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,24,0,0,2017/12/11 20:55:00+00,temp_578,{2A150BF4-62B0-41F1-9BC9-7729642781A2},,,,
-8573212.697,4710426.626,615,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/05/30 04:00:00+00,Morning,2016/06/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,1,0,2017/12/04 23:29:00+00,temp_1273,{08262004-16B6-4B8C-816A-CA4CD6653EE5},,,,
-8573212.697,4710426.626,616,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/07/11 04:00:00+00,Morning,2016/07/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,1,0,2017/12/06 17:22:00+00,temp_1499,{0A3E3D5A-B7C1-4DDC-959D-8BAE8B44E8CD},,,,
-8573212.697,4710426.626,617,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,5,0,2017/12/05 19:17:00+00,temp_1934,{515D544A-9C2B-4BE8-A9FF-5A14911E3856},,,,
-8573212.697,4710426.626,618,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/09/12 04:00:00+00,Morning,2016/09/14 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/11 21:00:00+00,temp_582,{2B4485AA-F26A-469F-BF3B-59792CC957F5},,,,
-8573212.697,4710426.626,619,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,7,2,0,2017/12/08 19:47:00+00,temp_1896,{F722E968-BFEA-4EB2-9664-78AABA8BEEF5},,,,
-8573212.697,4710426.626,620,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,8,0,0,2017/12/12 16:35:00+00,temp_1920,{489591E8-9049-4534-AC4E-003FDE9901C1},,,,
-8573212.697,4710426.626,621,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,18,23,0,2017/12/12 15:35:00+00,temp_1761,{88CF5F73-5D77-442C-9FC4-91C2A8986B78},,,,
-8573212.697,4710426.626,622,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/12/08 18:15:00+00,temp_1767,{E62FA37D-6B23-4C74-B11E-330279CF34CE},,,,
-8573212.697,4710426.626,623,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/05/23 04:00:00+00,Morning,2016/05/25 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/04 22:00:00+00,temp_849,{5C4820C5-19A5-4C61-A902-36B1EAA7BEAA},,,,
-8573212.697,4710426.626,624,BGS Trap,Lure,1B,38.921453,-77.01448,310 McMillan Drive NW,Washington,DC,District of Columbia,Industrial,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2018/06/25 21:00:00+00,temp_1064,{1295413D-C26D-45B6-9036-A257B1BB4428},,,,
-8573212.697,4710426.626,625,Gravid Trap,Lure and grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/09/06 04:00:00+00,Afternoon,2017/09/07 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,1,0,2017/09/11 21:51:00+00,temp_76,{B8469B5B-3AE3-462E-B6E5-0E7BA8A947B5},,,,
-8573212.697,4710426.626,626,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/04/18 04:00:00+00,Morning,2016/04/20 04:00:00+00,Morning,Culex,restuans,Adult,No,No,No,2,0,0,2017/09/28 22:31:00+00,temp_366,{57D03221-0377-409F-A385-91EEBEFDB57C},,,,
-8573212.697,4710426.626,627,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,70,7,0,2017/12/06 15:37:00+00,temp_737,{61392BCD-68F0-419F-9B6F-E8FF720769C3},,,,
-8573212.697,4710426.626,628,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/05/31 04:00:00+00,Afternoon,2017/06/01 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/09/18 21:32:00+00,temp_254,{D65CECD8-8380-4213-BAC1-58DE860FB58B},,,,
-8573212.697,4710426.626,629,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,50,19,0,2017/12/01 20:37:00+00,temp_807,{9FDC0CD5-031D-47FE-8D34-60EFB59EF06D},,,,
-8573212.697,4710426.626,630,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/08/01 04:00:00+00,Morning,2016/08/03 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,12,0,0,2017/12/07 21:03:00+00,temp_1426,{A94BE17A-E1C5-42CC-A652-334100F89A0A},,,,
-8573212.697,4710426.626,631,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/10/17 04:00:00+00,Morning,2016/10/19 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,19,17,0,2017/12/12 19:15:00+00,temp_1166,{F45F2949-9B26-452B-8C68-D7714018B5AE},,,,
-8573212.697,4710426.626,632,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,15,0,2017/12/05 19:12:00+00,temp_1933,{C1FD0ABE-1A3B-4A08-8ECD-0F29CA6A3CC0},,,,
-8573212.697,4710426.626,633,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/10/17 04:00:00+00,Morning,2016/10/19 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,14,0,0,2017/12/12 19:16:00+00,temp_1167,{6C0E972D-9594-4015-B4C3-A88B640E2ABF},,,,
-8573212.697,4710426.626,634,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/07/11 04:00:00+00,Morning,2016/07/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,10,0,0,2017/12/06 17:23:00+00,temp_1500,{585D3D34-7FF5-4B01-A509-76A1E7FF840F},,,,
-8573212.697,4710426.626,635,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,25,21,0,2017/12/05 17:39:00+00,temp_1751,{6290515B-1461-4C92-A8A0-C3D0F35F9725},,,,
-8573212.697,4710426.626,636,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/05/23 04:00:00+00,Morning,2016/05/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,30,0,2017/12/04 22:02:00+00,temp_851,{E06ADCCE-21CC-4402-B1B7-121AFC9B6951},,,,
-8573212.697,4710426.626,637,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/12 16:34:00+00,temp_1895,{D5FA94CF-EBBF-4A18-B6A7-568E54B62E44},,,,
-8573212.697,4710426.626,638,BGS Trap,Lure,1B,38.921453,-77.01448,310 McMillan Drive NW,Washington,DC,District of Columbia,Industrial,2018/09/04 04:00:00+00,Afternoon,2018/09/05 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,17,0,0,2018/10/05 13:24:00+00,temp_781,{37F36ECB-CCA6-4357-8E4D-283E7769D079},,,,
-8573212.697,4710426.626,639,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,7,0,0,2017/12/12 15:36:00+00,temp_1763,{8493E906-7661-48D3-8CED-9FCFA09F6051},,,,
-8573212.697,4710426.626,640,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/06/14 04:00:00+00,Afternoon,2017/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/19 15:41:00+00,temp_346,{9E6CA9CE-AABF-4999-88E6-1C8984A5E471},,,,
-8573212.697,4710426.626,641,Gravid Trap,Lure and grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/08/09 04:00:00+00,Afternoon,2017/08/10 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,6,1,0,2017/09/26 13:19:00+00,temp_279,{93C17474-6A31-4A22-990C-E0C46E09A394},,,,
-8573212.697,4710426.626,642,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Drive NW,Washington,DC,District of Columbia,Industrial,2018/08/21 04:00:00+00,Afternoon,2018/08/22 04:00:00+00,Afternoon,Culex,restuans,Adult,No,No,No,2,0,0,2018/09/24 18:42:00+00,temp_1416,{A8A38491-76D5-47A3-96A9-E891BAB1D286},,,,
-8573212.697,4710426.626,643,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/09/12 04:00:00+00,Morning,2016/09/14 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,7,2,0,2017/12/11 20:59:00+00,temp_581,{BCD22483-3E67-450D-8C3D-015F44AEF746},,,,
-8573212.697,4710426.626,644,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/05/10 04:00:00+00,Morning,2017/05/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/12 15:16:00+00,temp_106,{C7F19179-E365-4B04-9EEE-A34ECEFC074B},,,,
-8573212.697,4710426.626,645,BGS Trap,Lure,1B,38.921453,-77.01448,310 McMillan Drive NW,Washington,DC,District of Columbia,Industrial,2018/08/07 04:00:00+00,Afternoon,2018/08/08 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2018/09/24 16:28:00+00,temp_716,{811F21AE-8450-4879-89B1-E049CDC061B7},,,,
-8573212.697,4710426.626,646,Gravid Trap,Lure and grass infusion,1B,38.921453,-77.01448,310 McMillan Drive NW,Washington,DC,District of Columbia,Industrial,2017/08/23 04:00:00+00,Morning,2017/08/24 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,3,0,0,2017/08/30 22:30:00+00,temp_3,{FAB09FBE-C907-482E-8C6F-E41904C64DC9},,,,
-8573212.697,4710426.626,647,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,10,3,0,2017/12/06 15:34:00+00,temp_2023,{7BAD8DDE-A546-4B1A-8599-65EF719C79CC},,,,
-8573212.697,4710426.626,648,Gravid Trap,Lure and grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/08/09 04:00:00+00,Afternoon,2017/08/10 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,1,0,2017/09/26 13:18:00+00,temp_278,{AECE6A2E-E2C1-4876-B3DB-AFF13813EBD0},,,,
-8573212.697,4710426.626,649,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/09/06 04:00:00+00,Afternoon,2017/09/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,29,0,0,2017/09/11 21:53:00+00,temp_78,{5026F2E0-DF3A-41AB-910F-BF76795E9C1F},,,,
-8573212.697,4710426.626,650,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/05/03 04:00:00+00,Morning,2017/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/11 22:29:00+00,temp_92,{411D10AB-EACD-40C5-8AF1-3C5DE79BD6D9},,,,
-8573212.697,4710426.626,651,Gravid Trap,Lure and grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,0,0,2017/09/26 15:46:00+00,temp_395,{91238382-B193-45CF-A4E8-0405254B7844},,,,
-8573212.697,4710426.626,652,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,2,0,0,2017/12/12 15:36:00+00,temp_1762,{C32083F1-659F-4808-8A28-5FF2B61897C7},,,,
-8573212.697,4710426.626,653,ABC Trap,CO2 with light,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2016/10/24 04:00:00+00,Morning,2016/10/26 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/12 21:13:00+00,temp_1258,{8F83B0EC-155C-4829-A1E7-DBBD2A3C09B3},,,,
-8573212.697,4710426.626,654,Gravid Trap,Hay or grass infusion,1B,38.921453,-77.01448,310 McMillan Dr. NW,Washington,DC,District of Columbia,Industrial,2017/05/03 04:00:00+00,Morning,2017/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/09/12 19:21:00+00,temp_93,{F12E3A4C-A8E7-417A-888D-0881DBBFB415},,,,
